TEST, CLOCK, TIME, NPROCS, SIZE, HTET, NLAPLAC, MAXOPTITER, OPTTHRESH, MAXPCOLITER, PCOLTHRESH, NUMHEX, NPOOR, NBAD, MINSJAC, AVGSJAC, MINLEN, NUMTET, NPOORTET, NBADTET, MINSJACTET, AVGSJACTET, MINLENTET, NUMDEGEN, NPOORDEG, NBADDEG, MINSJACDEG, AVGSJACDEG, MINLENDEG, NUMTRI, NPOORTRI, NBADTRI, MINSJACTRI, AVGSJACTRI, MINLENTRI
:\Users\Janzen\Desktop\code\mesh\src\results\221129174949_150_8, Tue Nov 29 17:49:50 2022
, 0.196344, 1, 18.750000, 0.200000, 10, 100, 0.600000, 100, 0.200000, 572, 0, 0, 0.475317, 0.944090, 6.552474, 0, 0, 0, 0.000000, 0.000000, 0.000000, 0, 0, 0, 0.000000, 0.000000, 0.000000, 0, 0, 0, 0.000000, 0.000000
