TEST, CLOCK, TIME, NPROCS, SIZE, HTET, NLAPLAC, MAXOPTITER, OPTTHRESH, MAXPCOLITER, PCOLTHRESH, NUMHEX, NPOOR, NBAD, MINSJAC, AVGSJAC, MINLEN, NUMTET, NPOORTET, NBADTET, MINSJACTET, AVGSJACTET, MINLENTET, NUMDEGEN, NPOORDEG, NBADDEG, MINSJACDEG, AVGSJACDEG, MINLENDEG, NUMTRI, NPOORTRI, NBADTRI, MINSJACTRI, AVGSJACTRI, MINLENTRI
:\Users\Janzen\Desktop\code\mesh\src\results\221129175016_150_6, Tue Nov 29 17:50:17 2022
, 0.091256, 1, 25.000000, 0.200000, 10, 100, 0.600000, 100, 0.200000, 242, 0, 0, 0.481423, 0.936061, 10.224649, 0, 0, 0, 0.000000, 0.000000, 0.000000, 0, 0, 0, 0.000000, 0.000000, 0.000000, 0, 0, 0, 0.000000, 0.000000
