TEST, CLOCK, TIME, NPROCS, SIZE, HTET, NLAPLAC, MAXOPTITER, OPTTHRESH, MAXPCOLITER, PCOLTHRESH, NUMHEX, NPOOR, NBAD, MINSJAC, AVGSJAC, MINLEN, NUMTET, NPOORTET, NBADTET, MINSJACTET, AVGSJACTET, MINLENTET, NUMDEGEN, NPOORDEG, NBADDEG, MINSJACDEG, AVGSJACDEG, MINLENDEG, NUMTRI, NPOORTRI, NBADTRI, MINSJACTRI, AVGSJACTRI, MINLENTRI
:\Users\Janzen\Desktop\code\mesh\src\results\221129175006_150_5, Tue Nov 29 17:50:07 2022
, 0.020897, 1, 30.000000, 0.200000, 10, 100, 0.600000, 100, 0.200000, 125, 0, 0, 1.000000, 1.000000, 30.000000, 0, 0, 0, 0.000000, 0.000000, 0.000000, 0, 0, 0, 0.000000, 0.000000, 0.000000, 0, 0, 0, 0.000000, 0.000000
